tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
Entrada,Extranjero,2020,Enero,7,Hombre,Honduras,América Central,América,Vía Aérea,Residencia,Honduras,América Central,América,Tegucigalpa,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Ingenieros mecanicos,34
Entrada,Extranjero,2020,Enero,7,Mujer,Perú,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Comerciantes de tiendas,34
Entrada,Extranjero,2020,Enero,7,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,36
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,8
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,58
Entrada,Extranjero,2020,Enero,7,Hombre,Honduras,América Central,América,Vía Aérea,Residencia,Honduras,América Central,América,El Progreso,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,27
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,62
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,19
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Turismo,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,31
Entrada,Extranjero,2020,Enero,7,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,56
Entrada,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,6
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Barranquilla,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,31
Entrada,Extranjero,2020,Enero,7,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Abogados,42
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,10
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,49
Entrada,Extranjero,2020,Enero,7,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,8
Entrada,Extranjero,2020,Enero,7,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,10
Entrada,Extranjero,2020,Enero,7,Hombre,Francia,Europa Occidental,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,41
Entrada,Extranjero,2020,Enero,7,Mujer,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,37
Salida,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Comerciantes de tiendas,43
Salida,Extranjero,2020,Enero,7,Hombre,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Shanghai,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Directores generales y gerentes generales,56
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,29
Salida,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Estudios,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,18
Salida,Extranjero,2020,Enero,7,Hombre,Kenia,África Oriental,África,Vía Aérea,Estudios,Estados Unidos de América,América del Septentrional,América,Chicago Illinois,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,22
Salida,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,48
Entrada,Extranjero,2020,Enero,7,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Alexandria Virginia,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,31
Salida,Extranjero,2020,Enero,7,Hombre,Argentina,América del Sur,América,Vía Aérea,Otros,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,52
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,24
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,33
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Estudiantes,23
Entrada,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,61
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,56
Entrada,Extranjero,2020,Enero,7,Mujer,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,52
Salida,Extranjero,2020,Enero,7,Hombre,Italia,Europa Meridional,Europa,Vía Aérea,Residencia,Francia,Europa Occidental,Europa,Nice,Francia,Europa Occidental,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Cocineros,48
Salida,Extranjero,2020,Enero,7,Hombre,Argentina,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,56
Entrada,Extranjero,2020,Enero,7,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,66
Salida,Extranjero,2020,Enero,7,Hombre,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,69
Entrada,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Orlando Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Jubilados y pensionistas,63
Entrada,Extranjero,2020,Enero,7,Hombre,Haití,"América, El Caribe",América,Vía Aérea,Residencia,Haití,"América, El Caribe",América,Port Au Prince,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
Salida,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Amas de casa,40
Entrada,Extranjero,2020,Enero,7,Mujer,Perú,América del Sur,América,Vía Aérea,Turismo,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Agronomos y afines,39
Entrada,Extranjero,2020,Enero,7,Hombre,China,Asia Oriental,Asia,Vía Aérea,Residencia,China,Asia Oriental,Asia,Shanghai,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,38
Entrada,Extranjero,2020,Enero,7,Hombre,Venezuela,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,12
Entrada,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,87
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Directores generales y gerentes generales,39
Entrada,Extranjero,2020,Enero,7,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,37
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Amas de casa,31
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Cartagena de Indias,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,46
Entrada,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,74
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,55
Salida,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,37
Entrada,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Estudiantes,36
Salida,Extranjero,2020,Enero,7,Hombre,Venezuela,América del Sur,América,Vía Aérea,Residencia,Alemania,Europa Occidental,Europa,Frankfurt,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,19
Salida,Extranjero,2020,Enero,7,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,61
Entrada,Extranjero,2020,Enero,7,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,16
Entrada,Extranjero,2020,Enero,7,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,12
Entrada,Extranjero,2020,Enero,7,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Houston Texas,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,61
Salida,Extranjero,2020,Enero,7,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Sin especificar,54
